burial,section,method,element,area3d_tot_element,tot_section,percentage,element_perc
7,total,virtual,CB,8102.725,86653.956,9.35066946,NA
7,total,physical,CB,225,1538,14.62938882,NA
7,total,virtual,LB,28726.94,86653.956,33.15133126,NA
7,total,physical,LB,585,1538,38.03641092,NA
7,total,virtual,SB,49824.291,86653.956,57.49799928,NA
7,total,physical,SB,561,1538,36.47594278,NA
7,total,virtual,UL,0,86653.956,0,NA
7,total,physical,UL,18,1538,1.170351105,NA
7,total,virtual,LL,0,86653.956,0,NA
7,total,physical,LL,61,1538,3.966189857,NA
7,total,virtual,T,0,86653.956,0,NA
7,total,physical,T,88,1538,5.721716515,NA
7,total,virtual,TOT,86653.956,86653.956,100,NA
7,total,physical,TOT,1538,1538,100,NA
7,upper,virtual,CB,4440.118,19370.562,22.92198853,54.79783653
7,upper,physical,CB,164,927,17.69147789,72.88888889
7,upper,virtual,LB,7218.28,19370.562,37.26417437,25.12721508
7,upper,physical,LB,365,927,39.37432578,62.39316239
7,upper,virtual,SB,7712.164,19370.562,39.8138371,15.47872302
7,upper,physical,SB,311,927,33.54908306,55.43672014
7,upper,virtual,UL,0,19370.562,0,NA
7,upper,physical,UL,12,927,1.294498382,66.66666667
7,upper,virtual,LL,0,19370.562,0,NA
7,upper,physical,LL,27,927,2.912621359,44.26229508
7,upper,virtual,T,0,19370.562,0,NA
7,upper,physical,T,48,927,5.177993528,54.54545455
7,upper,virtual,TOT,19370.562,19370.562,100,22.35392692
7,upper,physical,TOT,927,927,100,60.27308192
7,central,virtual,CB,3450.552,45131.691,7.645518977,42.58508094
7,central,physical,CB,54,322,16.77018634,24
7,central,virtual,LB,16077,45131.691,35.62241885,55.96488871
7,central,physical,LB,125,322,38.81987578,21.36752137
7,central,virtual,SB,25604.139,45131.691,56.73206218,51.38886773
7,central,physical,SB,101,322,31.36645963,18.00356506
7,central,virtual,UL,0,45131.691,0,NA
7,central,physical,UL,4,322,1.242236025,22.22222222
7,central,virtual,LL,0,45131.691,0,NA
7,central,physical,LL,15,322,4.658385093,24.59016393
7,central,virtual,T,0,45131.691,0,NA
7,central,physical,T,23,322,7.142857143,26.13636364
7,central,virtual,TOT,45131.691,45131.691,100,52.0826666
7,central,physical,TOT,322,322,100,20.93628088
7,lower,virtual,CB,227.0699,22282.5018,1.019050294,2.80238932
7,lower,physical,CB,7,289,2.422145329,3.111111111
7,lower,virtual,LB,5479.452,22282.5018,24.59082938,19.0742627
7,lower,physical,LB,95,289,32.87197232,16.23931624
7,lower,virtual,SB,16575.9799,22282.5018,74.39012032,33.26887261
7,lower,physical,SB,149,289,51.55709343,26.5597148
7,lower,virtual,UL,0,22282.5018,0,NA
7,lower,physical,UL,2,289,0.692041522,11.11111111
7,lower,virtual,LL,0,22282.5018,0,NA
7,lower,physical,LL,19,289,6.574394464,31.14754098
7,lower,virtual,T,0,22282.5018,0,NA
7,lower,physical,T,17,289,5.882352941,19.31818182
7,lower,virtual,TOT,22282.5018,22282.5018,100,25.71435031
7,lower,physical,TOT,289,289,100,18.79063719
7,half_A,virtual,CB,7018.055,42462.398,16.52769351,86.61351582
7,half_A,physical,CB,171,946,18.07610994,76
7,half_A,virtual,LB,17300.32,42462.398,40.7426825,60.22333043
7,half_A,physical,LB,364,946,38.47780127,62.22222222
7,half_A,virtual,SB,18144.023,42462.398,42.72962398,36.41601844
7,half_A,physical,SB,313,946,33.08668076,55.79322638
7,half_A,virtual,UL,0,42462.398,0,NA
7,half_A,physical,UL,9,946,0.951374207,50
7,half_A,virtual,LL,0,42462.398,0,NA
7,half_A,physical,LL,32,946,3.382663848,52.45901639
7,half_A,virtual,T,0,42462.398,0,NA
7,half_A,physical,T,57,946,6.025369979,64.77272727
7,half_A,virtual,TOT,42462.398,42462.398,100,49.00226136
7,half_A,physical,TOT,946,946,100,61.50845254
7,half_B,virtual,CB,1109.008,44366.623,2.499644834,13.68685226
7,half_B,physical,CB,54,592,9.121621622,24
7,half_B,virtual,LB,11493.46,44366.623,25.90564533,40.00934315
7,half_B,physical,LB,221,592,37.33108108,37.77777778
7,half_B,virtual,SB,31764.155,44366.623,71.59470983,63.75234722
7,half_B,physical,SB,248,592,41.89189189,44.20677362
7,half_B,virtual,UL,0,44366.623,0,NA
7,half_B,physical,UL,9,592,1.52027027,50
7,half_B,virtual,LL,0,44366.623,0,NA
7,half_B,physical,LL,29,592,4.898648649,47.54098361
7,half_B,virtual,T,0,44366.623,0,NA
7,half_B,physical,T,31,592,5.236486486,35.22727273
7,half_B,virtual,TOT,44366.623,44366.623,100,51.19976634
7,half_B,physical,TOT,592,592,100,38.49154746
7,half_C,virtual,CB,4643.17,41987.512,11.05845471,57.30380829
7,half_C,physical,CB,135,831,16.24548736,60
7,half_C,virtual,LB,14753,41987.512,35.13663777,51.35597457
7,half_C,physical,LB,307,831,36.94344164,52.47863248
7,half_C,virtual,SB,22591.342,41987.512,53.80490752,45.34202403
7,half_C,physical,SB,300,831,36.10108303,53.47593583
7,half_C,virtual,UL,0,41987.512,0,NA
7,half_C,physical,UL,10,831,1.203369434,55.55555556
7,half_C,virtual,LL,0,41987.512,0,NA
7,half_C,physical,LL,32,831,3.85078219,52.45901639
7,half_C,virtual,T,0,41987.512,0,NA
7,half_C,physical,T,47,831,5.655836342,53.40909091
7,half_C,virtual,TOT,41987.512,41987.512,100,48.4542356
7,half_C,physical,TOT,831,831,100,54.03120936
7,half_D,virtual,CB,3472.188,44871.895,7.738001705,42.85210222
7,half_D,physical,CB,90,707,12.72984441,40
7,half_D,virtual,LB,14023.42,44871.895,31.25212341,48.81626794
7,half_D,physical,LB,278,707,39.32107496,47.52136752
7,half_D,virtual,SB,27376.287,44871.895,61.00987489,54.94566295
7,half_D,physical,SB,261,707,36.9165488,46.52406417
7,half_D,virtual,UL,0,44871.895,0,NA
7,half_D,physical,UL,8,707,1.131541726,44.44444444
7,half_D,virtual,LL,0,44871.895,0,NA
7,half_D,physical,LL,29,707,4.101838755,47.54098361
7,half_D,virtual,T,0,44871.895,0,NA
7,half_D,physical,T,41,707,5.799151344,46.59090909
7,half_D,virtual,TOT,44871.895,44871.895,100,51.78285802
7,half_D,physical,TOT,707,707,100,45.96879064
8,total,virtual,CB,15844.318,131956.9112,12.00719072,NA
8,total,physical,CB,413,3155,13.09033281,NA
8,total,virtual,LB,29402.66,131956.9112,22.28201595,NA
8,total,physical,LB,999,3155,31.66402536,NA
8,total,virtual,SB,70329.5,131956.9112,53.2973221,NA
8,total,physical,SB,1150,3155,36.45007924,NA
8,total,virtual,UL,644.3552,131956.9112,0.488307277,NA
8,total,physical,UL,61,3155,1.933438986,NA
8,total,virtual,LL,4315.038,131956.9112,3.270035621,NA
8,total,physical,LL,150,3155,4.754358162,NA
8,total,virtual,T,11421.04,131956.9112,8.655128326,NA
8,total,physical,T,382,3155,12.10776545,NA
8,total,virtual,TOT,131956.9112,131956.9112,100,NA
8,total,physical,TOT,3155,3155,100,NA
8,upper,virtual,CB,4354.3685,49293.7095,8.833517591,27.48220845
8,upper,physical,CB,128,880,14.54545455,30.99273608
8,upper,virtual,LB,18630.85,49293.7095,37.79559337,63.36450512
8,upper,physical,LB,248,880,28.18181818,24.82482482
8,upper,virtual,SB,24988.5,49293.7095,50.69308083,35.53060949
8,upper,physical,SB,334,880,37.95454545,29.04347826
8,upper,virtual,UL,0,49293.7095,0,0
8,upper,physical,UL,13,880,1.477272727,21.31147541
8,upper,virtual,LL,0,49293.7095,0,0
8,upper,physical,LL,67,880,7.613636364,44.66666667
8,upper,virtual,T,1319.991,49293.7095,2.67780821,11.55753767
8,upper,physical,T,90,880,10.22727273,23.56020942
8,upper,virtual,TOT,49293.7095,49293.7095,100,37.35591342
8,upper,physical,TOT,880,880,100,27.89223455
8,central,virtual,CB,7397.3967,59443.8599,12.44434112,46.68800954
8,central,physical,CB,216,1573,13.73172282,52.30024213
8,central,virtual,LB,8186.18,59443.8599,13.77127934,27.84163066
8,central,physical,LB,546,1573,34.7107438,54.65465465
8,central,virtual,SB,31838.55,59443.8599,53.56070426,45.27054792
8,central,physical,SB,537,1573,34.13858868,46.69565217
8,central,virtual,UL,566.6022,59443.8599,0.953171952,87.93320827
8,central,physical,UL,29,1573,1.843610935,47.54098361
8,central,virtual,LL,3828.971,59443.8599,6.441322967,88.73551056
8,central,physical,LL,45,1573,2.860775588,30
8,central,virtual,T,7626.16,59443.8599,12.82918036,66.77290334
8,central,physical,T,200,1573,12.71455817,52.35602094
8,central,virtual,TOT,59443.8599,59443.8599,100,45.04793221
8,central,physical,TOT,1573,1573,100,49.85736926
8,lower,virtual,CB,4107.0381,23353.0787,17.58670946,25.92120469
8,lower,physical,CB,69,702,9.829059829,16.70702179
8,lower,virtual,LB,2609.673,23353.0787,11.17485636,8.875635742
8,lower,physical,LB,205,702,29.2022792,20.52052052
8,lower,virtual,SB,13575.14,23353.0787,58.1299801,19.30219894
8,lower,physical,SB,279,702,39.74358974,24.26086957
8,lower,virtual,UL,78.7896,23353.0787,0.33738421,12.22766573
8,lower,physical,UL,19,702,2.706552707,31.14754098
8,lower,virtual,LL,493.244,23353.0787,2.112115522,11.43081475
8,lower,physical,LL,38,702,5.413105413,25.33333333
8,lower,virtual,T,2489.194,23353.0787,10.65895436,21.79481028
8,lower,physical,T,92,702,13.10541311,24.08376963
8,lower,virtual,TOT,23353.0787,23353.0787,100,17.69750329
8,lower,physical,TOT,702,702,100,22.2503962
8,half_A,virtual,CB,6981.7501,67324.42038,10.37030852,44.0646931
8,half_A,physical,CB,158,1351,11.69504071,38.2566586
8,half_A,virtual,LB,15849.47,67324.42038,23.54193309,53.9048848
8,half_A,physical,LB,465,1351,34.41894893,46.54654655
8,half_A,virtual,SB,38465.7,67324.42038,57.1348402,54.69354965
8,half_A,physical,SB,458,1351,33.90081421,39.82608696
8,half_A,virtual,UL,9.45028,67324.42038,0.014036927,1.466625861
8,half_A,physical,UL,32,1351,2.36861584,52.45901639
8,half_A,virtual,LL,3838.988,67324.42038,5.702222133,88.9676522
8,half_A,physical,LL,73,1351,5.403404885,48.66666667
8,half_A,virtual,T,2179.062,67324.42038,3.236659132,19.0793658
8,half_A,physical,T,165,1351,12.21317543,43.19371728
8,half_A,virtual,TOT,67324.42038,67324.42038,100,51.02000325
8,half_A,physical,TOT,1351,1351,100,42.82091918
8,half_B,virtual,CB,8882.2578,64823.3539,13.70224968,56.05957795
8,half_B,physical,CB,255,1804,14.13525499,61.7433414
8,half_B,virtual,LB,13582.3,64823.3539,20.95278813,46.19411985
8,half_B,physical,LB,534,1804,29.60088692,53.45345345
8,half_B,virtual,SB,31955.1,64823.3539,49.29565979,45.43626785
8,half_B,physical,SB,692,1804,38.35920177,60.17391304
8,half_B,virtual,UL,635.7722,64823.3539,0.980776467,98.66797071
8,half_B,physical,UL,29,1804,1.607538803,47.54098361
8,half_B,virtual,LL,488.8539,64823.3539,0.754132378,11.3290752
8,half_B,physical,LL,77,1804,4.268292683,51.33333333
8,half_B,virtual,T,9279.07,64823.3539,14.31439357,81.24540322
8,half_B,physical,T,217,1804,12.02882483,56.80628272
8,half_B,virtual,TOT,64823.3539,64823.3539,100,49.12463721
8,half_B,physical,TOT,1804,1804,100,57.17908082
8,half_D,virtual,CB,6650.104,72299.9419,9.197938235,41.97153831
8,half_D,physical,CB,189,1437,13.15240084,45.76271186
8,half_D,virtual,LB,14735.81,72299.9419,20.38149632,50.1172683
8,half_D,physical,LB,466,1437,32.42867084,46.64664665
8,half_D,virtual,SB,45272.5,72299.9419,62.61761602,64.37199184
8,half_D,physical,SB,500,1437,34.7947112,43.47826087
8,half_D,virtual,UL,0,72299.9419,0,0
8,half_D,physical,UL,26,1437,1.809324983,42.62295082
8,half_D,virtual,LL,223.1279,72299.9419,0.308614218,5.170937081
8,half_D,physical,LL,82,1437,5.706332637,54.66666667
8,half_D,virtual,T,5418.4,72299.9419,7.494335206,47.44226445
8,half_D,physical,T,174,1437,12.1085595,45.54973822
8,half_D,virtual,TOT,72299.9419,72299.9419,100,54.79056856
8,half_D,physical,TOT,1437,1437,100,45.54675119
8,half_C,virtual,CB,9240.3557,59928.7989,15.4188902,58.31968091
8,half_C,physical,CB,224,1718,13.03841676,54.23728814
8,half_C,virtual,LB,14725,59928.7989,24.5708245,50.08050292
8,half_C,physical,LB,533,1718,31.02444703,53.35335335
8,half_C,virtual,SB,25176.66,59928.7989,42.01095377,35.79815014
8,half_C,physical,SB,650,1718,37.8346915,56.52173913
8,half_C,virtual,UL,644.3552,59928.7989,1.075201259,100
8,half_C,physical,UL,35,1718,2.037252619,57.37704918
8,half_C,virtual,LL,4104.248,59928.7989,6.848540393,95.11499088
8,half_C,physical,LL,68,1718,3.958090803,45.33333333
8,half_C,virtual,T,6038.18,59928.7989,10.07558988,52.86891562
8,half_C,physical,T,208,1718,12.10710128,54.45026178
8,half_C,virtual,TOT,59928.7989,59928.7989,100,45.4154302
8,half_C,physical,TOT,1718,1718,100,54.45324881
15,total,virtual,CB,12127.907,175147.496,6.924396453,NA
15,total,physical,CB,281,1708,16.45199063,NA
15,total,virtual,LB,46661.4,175147.496,26.64120302,NA
15,total,physical,LB,575,1708,33.66510539,NA
15,total,virtual,SB,79957.23,175147.496,45.65136918,NA
15,total,physical,SB,437,1708,25.58548009,NA
15,total,virtual,UL,2349.318,175147.496,1.341336904,NA
15,total,physical,UL,70,1708,4.098360656,NA
15,total,virtual,LL,13855.361,175147.496,7.910681749,NA
15,total,physical,LL,142,1708,8.31381733,NA
15,total,virtual,T,20196.28,175147.496,11.5310127,NA
15,total,physical,T,203,1708,11.8852459,NA
15,total,virtual,TOT,175147.496,175147.496,100,NA
15,total,physical,TOT,1708,1708,100,NA
15,upper,virtual,CB,4061.615,41372.371,9.817215939,33.4898264
15,upper,physical,CB,142,562,25.26690391,50.53380783
15,upper,virtual,LB,14432.66,41372.371,34.88477854,30.93061931
15,upper,physical,LB,199,562,35.40925267,34.60869565
15,upper,virtual,SB,19326.968,41372.371,46.71467342,24.17163276
15,upper,physical,SB,69,562,12.27758007,15.78947368
15,upper,virtual,UL,776.229,41372.371,1.876201391,33.04061008
15,upper,physical,UL,33,562,5.871886121,47.14285714
15,upper,virtual,LL,0,41372.371,0,0
15,upper,physical,LL,25,562,4.448398577,17.6056338
15,upper,virtual,T,2774.899,41372.371,6.707130708,13.73965404
15,upper,physical,T,94,562,16.72597865,46.30541872
15,upper,virtual,TOT,41372.371,41372.371,100,23.62144589
15,upper,physical,TOT,562,562,100,32.90398126
15,central,virtual,CB,858.027,90953.047,0.943373563,7.074815135
15,central,physical,CB,38,762,4.98687664,13.52313167
15,central,virtual,LB,26994.74,90953.047,29.67986328,57.85240049
15,central,physical,LB,296,762,38.84514436,51.47826087
15,central,virtual,SB,46964.491,90953.047,51.63597323,58.73701603
15,central,physical,SB,284,762,37.27034121,64.98855835
15,central,virtual,UL,997.878,90953.047,1.097135316,42.47522047
15,central,physical,UL,26,762,3.412073491,37.14285714
15,central,virtual,LL,3613.351,90953.047,3.9727652,26.07908231
15,central,physical,LL,47,762,6.167979003,33.09859155
15,central,virtual,T,11524.56,90953.047,12.67088941,57.06278582
15,central,physical,T,71,762,9.317585302,34.97536946
15,central,virtual,TOT,90953.047,90953.047,100,51.92940183
15,central,physical,TOT,762,762,100,44.61358314
15,lower,virtual,CB,7222.36,43034.474,16.78273098,59.55157803
15,lower,physical,CB,101,384,26.30208333,35.9430605
15,lower,virtual,LB,5303.64,43034.474,12.32416597,11.36622562
15,lower,physical,LB,80,384,20.83333333,13.91304348
15,lower,virtual,SB,13761.9,43034.474,31.97878055,17.21157674
15,lower,physical,SB,84,384,21.875,19.22196796
15,lower,virtual,UL,578.499,43034.474,1.344268783,24.62412496
15,lower,physical,UL,11,384,2.864583333,15.71428571
15,lower,virtual,LL,10245.415,43034.474,23.80745957,73.94549301
15,lower,physical,LL,70,384,18.22916667,49.29577465
15,lower,virtual,T,5922.66,43034.474,13.76259415,29.32549955
15,lower,physical,T,38,384,9.895833333,18.71921182
15,lower,virtual,TOT,43034.474,43034.474,100,24.57041921
15,lower,physical,TOT,384,384,100,22.4824356
15,half_A,virtual,CB,6438.18,87709.739,7.340325115,53.08566433
15,half_A,physical,CB,136,759,17.91831357,48.39857651
15,half_A,virtual,LB,17699.73,87709.739,20.17989131,37.93227379
15,half_A,physical,LB,221,759,29.11725955,38.43478261
15,half_A,virtual,SB,36679.57,87709.739,41.81926707,45.87398788
15,half_A,physical,SB,179,759,23.58366271,40.9610984
15,half_A,virtual,UL,1714.941,87709.739,1.955245814,72.99739754
15,half_A,physical,UL,44,759,5.797101449,62.85714286
15,half_A,virtual,LL,7632.548,87709.739,8.70205303,55.08732685
15,half_A,physical,LL,87,759,11.46245059,61.26760563
15,half_A,virtual,T,17544.77,87709.739,20.00321766,86.87129511
15,half_A,physical,T,92,759,12.12121212,45.32019704
15,half_A,virtual,TOT,87709.739,87709.739,100,50.0776437
15,half_A,physical,TOT,759,759,100,44.43793911
15,half_B,virtual,CB,5710.707,87711.265,6.510802233,47.08732513
15,half_B,physical,CB,145,949,15.27924131,51.60142349
15,half_B,virtual,LB,29050.2,87711.265,33.12026112,62.25745477
15,half_B,physical,LB,354,949,37.3024236,61.56521739
15,half_B,virtual,SB,43381.79,87711.265,49.45977008,54.25624424
15,half_B,physical,SB,258,949,27.18651212,59.0389016
15,half_B,virtual,UL,640.163,87711.265,0.729852659,27.2488867
15,half_B,physical,UL,26,949,2.739726027,37.14285714
15,half_B,virtual,LL,6271.259,87711.265,7.14989004,45.26232842
15,half_B,physical,LL,55,949,5.795574289,38.73239437
15,half_B,virtual,T,2657.146,87711.265,3.029423872,13.15661102
15,half_B,physical,T,111,949,11.69652266,54.67980296
15,half_B,virtual,TOT,87711.265,87711.265,100,50.07851497
15,half_B,physical,TOT,949,949,100,55.56206089
15,half_C,virtual,CB,5181.58,97279.077,5.326510242,42.72443712
15,half_C,physical,CB,127,761,16.68856767,45.19572954
15,half_C,virtual,LB,24171.12,97279.077,24.84719299,51.80110327
15,half_C,physical,LB,235,761,30.8804205,40.86956522
15,half_C,virtual,SB,41410.7,97279.077,42.56896886,51.7910638
15,half_C,physical,SB,174,761,22.86465177,39.81693364
15,half_C,virtual,UL,2349.318,97279.077,2.415029082,100
15,half_C,physical,UL,46,761,6.044678055,65.71428571
15,half_C,virtual,LL,11301.339,97279.077,11.61744061,81.56654309
15,half_C,physical,LL,84,761,11.03810775,59.15492958
15,half_C,virtual,T,12865.02,97279.077,13.22485821,63.6999487
15,half_C,physical,T,95,761,12.48357424,46.79802956
15,half_C,virtual,TOT,97279.077,97279.077,100,55.54123195
15,half_C,physical,TOT,761,761,100,44.55503513
15,half_D,virtual,CB,6985.307,78153.48655,8.93793394,57.59697036
15,half_D,physical,CB,154,947,16.26187962,54.80427046
15,half_D,virtual,LB,22557.85,78153.48655,28.86352356,48.34370593
15,half_D,physical,LB,340,947,35.90285111,59.13043478
15,half_D,virtual,SB,38690.77,78153.48655,49.50613429,48.38933265
15,half_D,physical,SB,263,947,27.7719113,60.18306636
15,half_D,virtual,UL,0,78153.48655,0,0
15,half_D,physical,UL,24,947,2.534318902,34.28571429
15,half_D,virtual,LL,2555.07955,78153.48655,3.269309743,18.4410897
15,half_D,physical,LL,58,947,6.124604013,40.84507042
15,half_D,virtual,T,7364.48,78153.48655,9.423098476,36.46453703
15,half_D,physical,T,108,947,11.40443506,53.20197044
15,half_D,virtual,TOT,78153.48655,78153.48655,100,44.62152662
15,half_D,physical,TOT,947,947,100,55.44496487
16,total,virtual,CB,11778.177,90410.515,13.02744155,NA
16,total,physical,CB,283,1101,25.70390554,NA
16,total,virtual,LB,19684.23,90410.515,21.77205826,NA
16,total,physical,LB,379,1101,34.42325159,NA
16,total,virtual,SB,51975.412,90410.515,57.48823796,NA
16,total,physical,SB,240,1101,21.79836512,NA
16,total,virtual,UL,0,90410.515,0,NA
16,total,physical,UL,27,1101,2.452316076,NA
16,total,virtual,LL,5623.271,90410.515,6.219709068,NA
16,total,physical,LL,74,1101,6.721162579,NA
16,total,virtual,T,1349.425,90410.515,1.492553162,NA
16,total,physical,T,98,1101,8.900999092,NA
16,total,virtual,TOT,90410.515,90410.515,100,NA
16,total,physical,TOT,1101,1101,100,NA
16,upper,virtual,CB,3525.261,14741.63911,23.91362978,29.93044679
16,upper,physical,CB,75,423,17.73049645,26.50176678
16,upper,virtual,LB,5129.121,14741.63911,34.793424,26.05700604
16,upper,physical,LB,209,423,49.40898345,55.14511873
16,upper,virtual,SB,6086.896,14741.63911,41.29049663,11.71110678
16,upper,physical,SB,81,423,19.14893617,33.75
16,upper,virtual,UL,0,14741.63911,0,NA
16,upper,physical,UL,15,423,3.546099291,55.55555556
16,upper,virtual,LL,0.361109,14741.63911,0.002449585,0.006421689
16,upper,physical,LL,3,423,0.709219858,4.054054054
16,upper,virtual,T,0,14741.63911,0,0
16,upper,physical,T,40,423,9.456264775,40.81632653
16,upper,virtual,TOT,14741.63911,14741.63911,100,16.30522634
16,upper,physical,TOT,423,423,100,38.41961853
16,central,virtual,CB,3323.3146,50614.239,6.565967731,28.21586566
16,central,physical,CB,127,401,31.67082294,44.87632509
16,central,virtual,LB,10255.52,50614.239,20.26212426,52.10018375
16,central,physical,LB,115,401,28.67830424,30.34300792
16,central,virtual,SB,32242.7514,50614.239,63.70292636,62.03462399
16,central,physical,SB,82,401,20.44887781,34.16666667
16,central,virtual,UL,0,50614.239,0,NA
16,central,physical,UL,6,401,1.496259352,22.22222222
16,central,virtual,LL,4792.653,50614.239,9.468981644,85.22891748
16,central,physical,LL,33,401,8.229426434,44.59459459
16,central,virtual,T,0,50614.239,0,0
16,central,physical,T,38,401,9.476309227,38.7755102
16,central,virtual,TOT,50614.239,50614.239,100,55.98269073
16,central,physical,TOT,401,401,100,36.42143506
16,lower,virtual,CB,4943.976,25187.6234,19.62859267,41.9757319
16,lower,physical,CB,81,277,29.24187726,28.62190813
16,lower,virtual,LB,4324.67,25187.6234,17.16982159,21.97022693
16,lower,physical,LB,55,277,19.85559567,14.51187335
16,lower,virtual,SB,13726.2184,25187.6234,54.49588547,26.40906127
16,lower,physical,SB,77,277,27.79783394,32.08333333
16,lower,virtual,UL,0,25187.6234,0,NA
16,lower,physical,UL,6,277,2.166064982,22.22222222
